Season,MatchId,RoundNumber,RoundName,utc,Home,Away,PlayerId,Player,Team,Period,Kicks,Handballs,Disposals
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004870,Zach Guthrie,Geelong,2,2,2,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004870,Zach Guthrie,Geelong,3,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004870,Zach Guthrie,Geelong,4,2,4,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I292511,Zach Tuohy,Geelong,1,3,0,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I292511,Zach Tuohy,Geelong,2,3,1,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I292511,Zach Tuohy,Geelong,3,5,0,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I292511,Zach Tuohy,Geelong,4,6,3,9
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013133,Braeden Campbell,Sydney,3,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013133,Braeden Campbell,Sydney,4,2,0,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I993905,Callum Mills,Sydney,1,3,1,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I993905,Callum Mills,Sydney,2,3,1,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I993905,Callum Mills,Sydney,3,1,2,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I993905,Callum Mills,Sydney,4,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1012014,Chad Warner,Sydney,1,2,2,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1012014,Chad Warner,Sydney,2,6,2,8
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1012014,Chad Warner,Sydney,3,1,4,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1012014,Chad Warner,Sydney,4,6,6,12
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290307,Dane Rampe,Sydney,1,5,0,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290307,Dane Rampe,Sydney,2,3,0,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290307,Dane Rampe,Sydney,3,1,4,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290307,Dane Rampe,Sydney,4,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004848,Dylan Stephens,Sydney,1,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004848,Dylan Stephens,Sydney,2,2,0,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004848,Dylan Stephens,Sydney,3,2,2,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1004848,Dylan Stephens,Sydney,4,3,1,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013128,Errol Gulden,Sydney,1,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013128,Errol Gulden,Sydney,2,3,0,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013128,Errol Gulden,Sydney,3,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1013128,Errol Gulden,Sydney,4,6,2,8
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1003203,Hayden McLean,Sydney,2,2,0,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1003203,Hayden McLean,Sydney,4,0,2,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298539,Isaac Heeney,Sydney,2,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298539,Isaac Heeney,Sydney,3,2,3,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298539,Isaac Heeney,Sydney,4,0,3,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I295342,Jake Lloyd,Sydney,1,3,1,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I295342,Jake Lloyd,Sydney,2,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I295342,Jake Lloyd,Sydney,3,3,3,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I295342,Jake Lloyd,Sydney,4,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006126,James Rowbottom,Sydney,1,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006126,James Rowbottom,Sydney,2,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006126,James Rowbottom,Sydney,3,3,3,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006126,James Rowbottom,Sydney,4,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1011936,Justin McInerney,Sydney,1,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1011936,Justin McInerney,Sydney,2,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1011936,Justin McInerney,Sydney,3,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I240399,Lance Franklin,Sydney,1,0,1,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I240399,Lance Franklin,Sydney,2,2,0,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I240399,Lance Franklin,Sydney,4,2,0,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290778,Luke Parker,Sydney,1,3,3,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290778,Luke Parker,Sydney,2,2,5,7
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290778,Luke Parker,Sydney,3,0,1,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290778,Luke Parker,Sydney,4,3,6,9
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006028,Nick Blakey,Sydney,1,4,0,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006028,Nick Blakey,Sydney,2,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006028,Nick Blakey,Sydney,3,2,3,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1006028,Nick Blakey,Sydney,4,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I998103,Oliver Florent,Sydney,1,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I998103,Oliver Florent,Sydney,2,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I998103,Oliver Florent,Sydney,3,1,2,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I998103,Oliver Florent,Sydney,4,2,2,4
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298312,Paddy McCartin,Sydney,1,0,1,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298312,Paddy McCartin,Sydney,2,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298312,Paddy McCartin,Sydney,3,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I298312,Paddy McCartin,Sydney,4,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I291848,Robbie Fox,Sydney,1,6,1,7
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I291848,Robbie Fox,Sydney,2,3,3,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I291848,Robbie Fox,Sydney,3,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I291848,Robbie Fox,Sydney,4,1,9,10
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996442,Ryan Clarke,Sydney,1,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996442,Ryan Clarke,Sydney,2,2,4,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996442,Ryan Clarke,Sydney,3,1,2,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996442,Ryan Clarke,Sydney,4,1,2,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290188,Sam Reid,Sydney,1,0,2,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I290188,Sam Reid,Sydney,2,0,2,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I294266,Tom Hickey,Sydney,1,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I294266,Tom Hickey,Sydney,3,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I294266,Tom Hickey,Sydney,4,1,5,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1008198,Tom McCartin,Sydney,1,1,1,2
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1008198,Tom McCartin,Sydney,2,3,0,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1008198,Tom McCartin,Sydney,3,1,2,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I1008198,Tom McCartin,Sydney,4,0,1,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996765,Tom Papley,Sydney,1,4,2,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996765,Tom Papley,Sydney,2,4,2,6
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996765,Tom Papley,Sydney,3,2,1,3
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I996765,Tom Papley,Sydney,4,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I997100,Will Hayward,Sydney,1,3,2,5
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I997100,Will Hayward,Sydney,2,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I997100,Will Hayward,Sydney,3,1,0,1
2022,CD_M20220142701,27,Grand Final,2022-09-24T04:30:00.000+0000,Geelong Cats,Sydney Swans,CD_I997100,Will Hayward,Sydney,4,2,2,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1004757,Beau McCreery,Collingwood,1,3,0,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1004757,Beau McCreery,Collingwood,2,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1004757,Beau McCreery,Collingwood,3,4,0,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1004757,Beau McCreery,Collingwood,4,2,0,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1006148,Bobby Hill,Collingwood,1,3,0,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1006148,Bobby Hill,Collingwood,2,4,0,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1006148,Bobby Hill,Collingwood,3,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1006148,Bobby Hill,Collingwood,4,1,1,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I992010,Brayden Maynard,Collingwood,1,5,2,7
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I992010,Brayden Maynard,Collingwood,2,2,1,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I992010,Brayden Maynard,Collingwood,3,2,1,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I992010,Brayden Maynard,Collingwood,4,3,0,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291849,Brody Mihocek,Collingwood,1,2,2,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291849,Brody Mihocek,Collingwood,2,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291849,Brody Mihocek,Collingwood,3,2,1,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291849,Brody Mihocek,Collingwood,4,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I297504,Daniel McStay,Collingwood,1,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I297504,Daniel McStay,Collingwood,2,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I297504,Daniel McStay,Collingwood,3,3,2,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I990291,Darcy Cameron,Collingwood,1,3,0,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I990291,Darcy Cameron,Collingwood,2,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I990291,Darcy Cameron,Collingwood,3,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298288,Darcy Moore,Collingwood,1,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298288,Darcy Moore,Collingwood,2,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298288,Darcy Moore,Collingwood,3,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298288,Darcy Moore,Collingwood,4,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1008089,Isaac Quaynor,Collingwood,1,2,2,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1008089,Isaac Quaynor,Collingwood,2,5,1,6
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1008089,Isaac Quaynor,Collingwood,3,0,2,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1008089,Isaac Quaynor,Collingwood,4,4,1,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293871,Jack Crisp,Collingwood,1,6,3,9
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293871,Jack Crisp,Collingwood,2,3,2,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293871,Jack Crisp,Collingwood,3,4,1,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293871,Jack Crisp,Collingwood,4,1,3,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1012857,Jack Ginnivan,Collingwood,4,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293801,Jamie Elliott,Collingwood,1,4,0,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293801,Jamie Elliott,Collingwood,2,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I293801,Jamie Elliott,Collingwood,4,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291313,Jeremy Howe,Collingwood,1,2,2,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291313,Jeremy Howe,Collingwood,2,2,3,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291313,Jeremy Howe,Collingwood,3,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291313,Jeremy Howe,Collingwood,4,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I994185,Jordan De Goey,Collingwood,1,5,1,6
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I994185,Jordan De Goey,Collingwood,2,3,1,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I994185,Jordan De Goey,Collingwood,3,5,1,6
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I994185,Jordan De Goey,Collingwood,4,0,3,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005054,Josh Daicos,Collingwood,1,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005054,Josh Daicos,Collingwood,2,2,1,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005054,Josh Daicos,Collingwood,3,1,2,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005054,Josh Daicos,Collingwood,4,6,1,7
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I998647,Mason Cox,Collingwood,1,1,3,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I998647,Mason Cox,Collingwood,2,1,1,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I998647,Mason Cox,Collingwood,3,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I998647,Mason Cox,Collingwood,4,2,0,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005107,Nathan Murphy,Collingwood,1,0,2,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005107,Nathan Murphy,Collingwood,2,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005107,Nathan Murphy,Collingwood,3,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1005107,Nathan Murphy,Collingwood,4,2,0,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298358,Oleg Markov,Collingwood,1,3,2,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298358,Oleg Markov,Collingwood,2,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298358,Oleg Markov,Collingwood,3,3,2,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I298358,Oleg Markov,Collingwood,4,1,1,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1003130,Patrick Lipinski,Collingwood,1,2,0,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1003130,Patrick Lipinski,Collingwood,2,1,2,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1003130,Patrick Lipinski,Collingwood,3,1,4,5
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I1003130,Patrick Lipinski,Collingwood,4,1,2,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I260257,Scott Pendlebury,Collingwood,1,2,1,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I260257,Scott Pendlebury,Collingwood,2,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I260257,Scott Pendlebury,Collingwood,3,1,3,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I260257,Scott Pendlebury,Collingwood,4,6,1,7
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I280965,Steele Sidebottom,Collingwood,1,4,3,7
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I280965,Steele Sidebottom,Collingwood,2,10,1,11
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I280965,Steele Sidebottom,Collingwood,3,3,0,3
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I280965,Steele Sidebottom,Collingwood,4,1,0,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291776,Taylor Adams,Collingwood,1,4,4,8
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291776,Taylor Adams,Collingwood,2,1,1,2
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291776,Taylor Adams,Collingwood,3,0,1,1
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291776,Taylor Adams,Collingwood,4,2,2,4
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291856,Tom Mitchell,Collingwood,1,1,5,6
2023,CD_M20230142501,25,Finals Week 1,2023-09-07T09:20:00.000+0000,Collingwood,Melbourne,CD_I291856,Tom Mitchell,Collingwood,2,3,5,8
