MatchId,Player,Team,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20190103,Steven Motlop,Port Adelaide,12.4,9.76,0,66,62,77,10,9,19,73.7,300,5,4,1,13,,6,5,2,3,0,0,,0,1.0,0,0,0,0,0,0,0,7,1,2019,1
20190103,Tom McDonald,Melbourne,12.1,12.48,0,59,42,80,4,4,8,87.5,50,1,1,1,12,,5,3,1,4,0,2,,0,0.0,16,3,1,1,1,0,1,4,0,2019,1
20190103,Riley Bonner,Port Adelaide,11.8,6.47,0,88,72,84,11,7,18,83.3,388,5,5,3,8,,8,6,8,4,0,0,,0,0.0,0,0,0,0,0,0,1,3,0,2019,1
20190103,Sam Weideman,Melbourne,11.0,5.7,0,68,65,93,6,7,13,76.9,156,2,0,2,12,,5,2,0,4,0,2,,0,1.0,13,5,3,2,1,1,1,6,0,2019,1
20190103,Corey Wagner,Melbourne,11.0,3.48,0,61,66,75,11,3,14,71.4,313,1,5,4,13,,8,5,3,4,0,1,,0,0.0,0,0,0,2,0,0,0,4,1,2019,1
20190103,Michael Hibberd,Melbourne,10.7,9.64,0,67,62,82,14,1,15,66.7,486,4,7,1,12,,6,4,8,5,2,0,,0,0.0,0,0,0,0,0,0,0,1,1,2019,1
20190103,Tom Jonas,Port Adelaide,10.7,9.88,0,64,42,98,6,6,12,91.7,97,1,2,2,7,,4,3,5,2,0,0,,0,0.0,0,0,0,0,0,0,0,2,1,2019,1
20190103,Travis Boak,Port Adelaide,10.3,11.41,7,119,144,78,17,17,34,73.5,558,7,8,8,27,,11,6,4,9,1,0,,5,5.0,0,0,0,4,1,2,0,9,3,2019,1
20190103,Scott Lycett,Port Adelaide,10.3,9.51,2,69,44,77,3,7,10,80.0,139,2,0,1,4,,8,5,2,0,0,0,,4,3.0,42,16,5,0,0,0,1,4,3,2019,1
20190103,Tom Sparrow,Melbourne,10.2,5.72,0,62,64,70,12,2,14,71.4,223,2,3,3,25,,6,3,1,1,0,0,,3,1.0,0,0,0,3,1,0,0,3,0,2019,1
20190103,Christian Petracca,Melbourne,9.0,11.18,0,62,54,84,5,10,15,73.3,136,2,4,3,17,,9,8,2,3,0,0,,2,4.0,0,0,0,2,1,1,0,4,0,2019,1
20190103,Jayden Hunt,Melbourne,9.0,9.65,0,62,51,92,5,9,14,50.0,215,1,5,4,14,,9,7,8,0,0,0,,1,0.0,0,0,0,0,0,0,0,1,1,2019,1
