MatchId,Player,Team,RatingPoints,EstimatedRating,CoachesVotes,Supercoach,DreamTeamPoints,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,Turnovers,Tackles,PressureActs,ContestedPossessions,GroundBallGets,Intercepts,Marks,InterceptMarks,ContestedMarks,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,ScoreLaunches,Season,Round
20171205,Josh Green,Essendon,4.0,10.1,0,49,48,82,8,3,11,63.6,116,1,2,3,16,4,4,0,2,0,0,0,0,0,0,0,3,0,3,1,6,0,2017,12
20171206,Dylan Shiel,Greater Western Sydney,21.3,13.59,7,122,122,70,18,14,32,65.6,541,4,8,4,11,11,6,2,3,0,0,8,5,0,0,0,3,2,1,0,6,0,2017,12
20171206,Callan Ward,Greater Western Sydney,18.4,12.92,0,112,95,78,14,12,26,84.6,327,3,2,1,13,9,6,3,6,1,0,7,6,6,0,0,2,1,1,1,9,2,2017,12
20171206,Matthew Wright,Carlton,15.5,10.74,0,92,80,85,14,2,16,81.3,252,2,2,2,9,5,2,0,5,0,1,2,1,0,0,0,2,2,0,0,7,1,2017,12
20171206,David Cuningham,Carlton,14.8,7.69,0,82,74,79,8,11,19,57.9,267,2,6,1,21,10,9,4,5,1,0,1,4,0,0,0,2,2,0,0,5,2,2017,12
20171206,Shane Mumford,Greater Western Sydney,14.5,13.43,0,99,85,87,3,9,12,83.3,145,6,1,7,16,3,3,0,3,0,0,3,3,51,30,14,0,0,0,0,6,3,2017,12
20171206,Matthew Kreuzer,Carlton,14.3,11.5,8,132,149,88,15,6,21,76.2,192,2,4,8,14,12,6,4,6,0,1,3,3,66,33,5,3,1,1,0,9,5,2017,12
20171206,Matt de Boer,Greater Western Sydney,13.9,7.08,0,97,85,81,6,11,17,100.0,68,2,0,6,17,5,5,1,6,1,0,0,1,0,0,0,1,1,0,1,5,0,2017,12
20171206,Jack Silvagni,Carlton,13.4,5.38,0,66,51,79,8,2,10,90.0,235,3,1,3,17,5,3,1,2,0,0,0,0,0,0,0,1,1,0,2,4,0,2017,12
20171206,Aidan Corr,Greater Western Sydney,12.8,7.32,0,98,67,92,9,8,17,88.2,227,0,0,2,11,5,3,5,5,2,1,1,1,0,0,0,0,0,0,0,2,1,2017,12
20171206,Lachie Plowman,Carlton,12.6,9.45,0,61,50,100,5,5,10,90.0,130,2,1,1,8,4,2,6,7,2,1,0,0,0,0,0,0,0,0,0,2,0,2017,12
20171206,Sam Docherty,Carlton,12.2,11.79,9,144,149,94,25,10,35,74.3,816,4,7,5,17,5,4,4,12,1,0,1,1,0,0,0,1,0,0,0,6,1,2017,12
20171206,Heath Shaw,Greater Western Sydney,11.7,10.65,0,95,98,92,17,8,25,64.0,544,2,8,1,4,6,5,9,9,2,1,0,0,0,0,0,0,0,0,0,3,1,2017,12
20171206,Liam Jones,Carlton,10.5,7.25,2,100,72,95,11,3,14,92.9,258,1,2,3,10,4,3,7,8,4,0,0,0,0,0,0,0,0,0,0,4,2,2017,12
20171206,Marc Murphy,Carlton,10.2,13.09,2,86,104,88,16,14,30,76.7,364,4,5,1,14,8,6,2,9,0,0,3,4,0,0,0,1,0,0,1,7,0,2017,12
20171206,Zac Williams,Greater Western Sydney,10.2,14.25,0,63,61,87,14,4,18,66.7,394,2,2,1,13,2,1,1,2,1,0,1,1,1,0,0,1,0,1,0,6,1,2017,12
20171206,Lachie Whitfield,Greater Western Sydney,9.9,10.91,2,117,125,84,11,18,29,82.8,248,3,2,5,14,10,3,8,10,2,1,4,4,0,0,0,3,1,1,1,11,4,2017,12
20171206,Bryce Gibbs,Carlton,9.1,13.25,0,90,108,85,15,12,27,63.0,327,4,7,4,21,11,9,3,6,0,0,5,7,0,0,0,2,1,1,0,5,0,2017,12
20171206,Matthew Kennedy,Greater Western Sydney,8.9,7.17,0,84,73,72,10,8,18,83.3,313,2,2,5,18,6,5,2,3,0,0,3,3,0,0,0,0,0,0,0,3,1,2017,12
20171206,Patrick Cripps,Carlton,8.7,14.46,0,70,73,83,6,15,21,66.7,115,2,4,5,17,12,8,1,1,0,0,4,6,1,0,0,0,0,0,0,5,1,2017,12
20171206,Ed Curnow,Carlton,8.6,10.54,0,72,77,86,10,8,18,72.2,273,0,1,3,17,6,5,1,5,0,0,1,4,0,0,0,1,1,0,0,5,1,2017,12
20171206,Zac Fisher,Carlton,8.1,8.09,0,55,40,77,5,7,12,75.0,163,1,2,1,22,7,7,3,2,0,0,0,0,0,0,0,1,0,1,0,5,1,2017,12
20171206,Caleb Marchbank,Carlton,7.9,6.14,0,95,87,92,13,5,18,83.3,402,4,5,4,10,7,5,7,7,1,1,0,0,0,0,0,0,0,0,0,5,2,2017,12
20171206,Tom Scully,Greater Western Sydney,7.3,11.86,0,94,75,82,9,16,25,60.0,224,3,9,2,12,11,8,4,3,0,0,2,1,0,0,0,2,0,1,1,9,1,2017,12
20171206,Josh Kelly,Greater Western Sydney,7.0,13.57,0,98,107,83,10,19,29,75.9,162,4,3,10,29,9,6,1,1,0,0,6,4,0,0,0,3,0,2,0,9,1,2017,12
20171206,Jonathon Patton,Greater Western Sydney,6.9,8.35,0,61,52,92,6,4,10,90.0,122,1,1,1,12,4,3,0,3,0,0,0,0,8,0,0,2,2,0,0,7,0,2017,12
20171206,Adam Tomlinson,Greater Western Sydney,6.5,8.15,0,48,31,94,5,8,13,76.9,215,3,2,0,4,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,5,1,2017,12
20171206,Jed Lamb,Carlton,6.2,5.57,0,67,56,70,10,5,15,80.0,239,3,2,0,5,4,3,0,4,0,0,0,0,0,0,0,1,1,0,1,4,0,2017,12
20171206,Nathan Wilson,Greater Western Sydney,6.2,9.7,0,65,63,87,11,6,17,82.4,281,2,4,2,9,1,0,2,4,0,0,0,0,0,0,0,1,0,0,0,3,0,2017,12
20171206,Phil Davis,Greater Western Sydney,6.0,9.75,0,47,49,82,4,9,13,84.6,37,1,1,1,7,4,4,8,6,2,0,0,0,1,0,0,0,0,0,0,4,2,2017,12
20171206,Levi Casboult,Carlton,5.9,6.51,0,74,61,89,6,6,12,75.0,89,1,1,1,4,7,5,3,5,0,1,0,0,8,6,1,3,1,2,0,8,2,2017,12
20171206,Steve Johnson,Greater Western Sydney,5.7,8.2,0,62,73,68,10,7,17,58.8,254,2,1,3,15,3,3,1,6,0,0,1,1,6,0,0,2,0,1,0,5,0,2017,12
20171206,Jeremy Cameron,Greater Western Sydney,5.6,12.61,0,50,57,81,8,3,11,63.6,225,3,4,3,5,3,2,0,6,0,1,0,0,0,0,0,1,1,0,0,4,0,2017,12
20171206,Kade Simpson,Carlton,5.3,10.59,0,82,71,95,9,11,20,75.0,254,0,3,2,11,5,4,5,4,1,0,0,0,0,0,0,1,0,1,0,4,0,2017,12
20171206,Charlie Curnow,Carlton,5.2,6.8,0,56,46,79,4,5,9,77.8,139,1,2,4,9,6,4,3,3,0,1,0,0,0,0,0,1,0,1,0,4,1,2017,12
20171206,Harry Perryman,Greater Western Sydney,5.1,4.65,0,48,38,64,3,4,7,85.7,103,1,0,3,5,4,3,4,3,1,1,1,0,0,0,0,0,0,0,0,3,2,2017,12
20171206,Tim Taranto,Greater Western Sydney,5.0,10.45,0,45,45,76,3,6,9,77.8,100,0,4,4,16,4,2,1,1,0,0,1,2,0,0,0,1,1,0,0,2,1,2017,12
20171206,Harry Himmelberg,Greater Western Sydney,4.2,6.87,0,39,39,79,7,2,9,88.9,99,3,1,2,11,2,0,4,1,1,0,0,0,0,0,0,0,0,0,1,4,2,2017,12
20171206,Jacob Weitering,Carlton,3.8,8.79,0,50,57,95,11,3,14,92.9,106,0,2,2,7,1,0,2,6,1,0,1,0,0,0,0,0,0,0,0,1,0,2017,12
20171206,Dale Thomas,Carlton,3.3,6.92,0,80,84,83,12,7,19,68.4,229,3,2,2,14,6,4,4,8,0,0,1,1,0,0,0,1,0,1,1,9,0,2017,12
20171206,Thomas Williamson,Carlton,2.9,5.9,0,32,33,81,5,5,10,60.0,96,0,3,1,13,5,5,6,2,0,0,1,1,0,0,0,0,0,0,0,2,1,2017,12
20171206,Liam Sumner,Carlton,2.8,6.6,0,35,25,72,6,3,9,66.7,206,2,2,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2017,12
20171206,Toby Greene,Greater Western Sydney,1.2,14.27,0,103,111,87,14,9,23,47.8,430,7,7,5,10,12,7,2,10,0,3,2,2,0,0,0,6,0,5,0,7,0,2017,12
20171206,Alex Silvagni,Carlton,0.6,9.09,0,3,4,4,0,0,0,0.0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,12
20171206,Sam J. Reid,Greater Western Sydney,0.0,8.75,0,29,31,82,4,7,11,45.5,87,1,3,1,12,4,3,2,2,0,0,1,1,0,0,0,2,0,1,0,5,1,2017,12
20171207,Jeremy Howe,Collingwood,22.3,12.36,4,125,95,93,12,10,22,81.8,347,4,4,3,7,9,4,9,10,5,5,1,1,0,0,0,0,0,0,0,6,3,2017,12
20171207,Tom Phillips,Collingwood,20.9,9.45,0,97,79,88,9,9,18,83.3,178,4,1,3,14,8,7,5,3,1,0,2,0,0,0,0,3,2,0,2,7,3,2017,12
20171207,Adam Treloar,Collingwood,18.8,15.58,4,107,116,82,17,11,28,75.0,474,7,2,6,21,5,3,0,4,0,0,2,6,0,0,0,2,1,1,1,8,0,2017,12
20171207,Nathan Jones,Melbourne,18.8,13.51,3,110,118,82,13,10,23,78.3,450,2,4,12,23,11,7,3,4,0,1,2,5,0,0,0,1,0,1,2,4,1,2017,12
20171207,Dom Tyson,Melbourne,18.6,9.43,0,101,82,77,11,14,25,72.0,452,5,7,4,20,16,12,7,2,1,0,5,3,0,0,0,0,0,0,0,4,0,2017,12
20171207,Christian Petracca,Melbourne,17.8,12.86,10,94,93,75,11,7,18,72.2,341,6,3,1,11,8,6,4,7,1,2,1,2,0,0,0,5,3,2,1,10,4,2017,12
20171207,Cameron Pedersen,Melbourne,17.2,11.91,0,90,75,82,4,9,13,84.6,151,1,3,5,18,8,5,2,4,1,2,2,2,48,12,5,1,1,0,0,5,1,2017,12
20171207,Lynden Dunn,Collingwood,16.4,8.63,0,84,71,87,12,9,21,76.2,455,2,2,2,12,8,8,10,6,2,0,0,0,0,0,0,0,0,0,0,5,4,2017,12
20171207,Oscar McDonald,Melbourne,15.6,9.3,0,92,60,90,10,8,18,83.3,259,1,2,1,3,11,9,13,4,3,1,0,0,0,0,0,0,0,0,0,2,2,2017,12
20171207,Brodie Grundy,Collingwood,15.4,12.63,0,116,158,83,10,9,19,57.9,221,2,3,11,17,10,4,2,4,1,2,5,7,77,53,11,0,0,0,1,6,2,2017,12
20171207,Michael Hibberd,Melbourne,15.3,9.61,1,83,57,77,8,13,21,81.0,378,1,3,1,5,7,7,8,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2017,12
20171207,Jordan De Goey,Collingwood,14.6,8.74,0,81,87,81,13,5,18,77.8,282,2,2,1,12,7,6,2,8,0,1,0,0,0,0,0,2,2,0,0,8,0,2017,12
20171207,Jayden Hunt,Melbourne,14.2,12.08,0,82,78,87,15,6,21,71.4,766,10,8,3,11,5,3,4,2,1,0,1,0,0,0,0,1,0,1,1,4,2,2017,12
20171207,Jack Crisp,Collingwood,13.6,11.69,0,58,54,89,5,11,16,87.5,160,0,1,2,15,4,4,7,4,2,0,0,0,0,0,0,0,0,0,0,5,2,2017,12
20171207,Christian Salem,Melbourne,13.5,8.11,0,96,95,89,16,7,23,73.9,460,3,5,5,21,6,4,5,5,1,0,0,1,0,0,0,0,0,0,0,6,1,2017,12
20171207,Clayton Oliver,Melbourne,12.9,11.79,4,107,96,80,15,11,26,73.1,348,4,3,5,23,16,15,2,5,0,0,8,11,0,0,0,0,0,0,1,5,4,2017,12
20171207,Tom McDonald,Melbourne,12.5,11.62,0,67,66,84,8,7,15,60.0,262,3,5,4,13,9,8,2,1,1,0,4,4,38,2,0,1,1,0,1,4,1,2017,12
20171207,Jack Watts,Melbourne,12.3,9.93,0,83,84,82,7,6,13,61.5,224,2,0,5,11,5,2,0,3,0,0,0,1,5,0,0,5,3,2,0,5,0,2017,12
20171207,Alex Fasolo,Collingwood,11.9,8.58,0,53,68,77,6,4,10,70.0,105,1,5,5,8,4,2,0,5,0,2,0,0,0,0,0,3,2,0,3,8,0,2017,12
20171207,Steele Sidebottom,Collingwood,11.6,11.72,4,103,133,87,20,12,32,71.9,528,3,6,4,19,8,8,2,8,1,0,4,1,0,0,0,3,2,0,0,5,0,2017,12
20171207,Darcy Moore,Collingwood,11.0,7.38,0,67,58,85,4,3,7,100.0,77,2,2,4,11,6,3,1,4,0,2,0,1,12,9,1,2,2,0,0,4,0,2017,12
20171207,Alex Neal-Bullen,Melbourne,10.8,9.6,0,81,78,74,8,14,22,50.0,191,3,4,6,16,13,11,4,2,0,0,2,2,0,0,0,0,0,0,1,4,1,2017,12
20171207,Sam Frost,Melbourne,10.7,8.97,0,52,39,90,7,4,11,72.7,263,3,6,1,6,7,6,4,2,0,0,1,1,0,0,0,0,0,0,0,2,0,2017,12
20171207,James Aish,Collingwood,10.1,8.8,0,84,104,73,12,10,22,72.7,185,1,4,4,15,8,7,5,8,1,0,4,2,0,0,0,1,1,0,1,6,3,2017,12
20171207,Will Hoskin-Elliott,Collingwood,10.0,9.29,0,62,71,89,12,6,18,72.2,278,3,6,2,13,8,8,4,6,1,0,2,0,0,0,0,0,0,0,0,4,0,2017,12
20171207,Tomas Bugg,Melbourne,10.0,7.46,0,64,57,84,6,5,11,90.9,89,2,0,3,15,6,3,3,2,0,0,0,0,0,0,0,3,2,1,1,4,1,2017,12
20171207,Neville Jetta,Melbourne,9.6,9.38,0,50,45,80,5,5,10,90.0,97,1,1,4,11,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2017,12
20171207,Brayden Maynard,Collingwood,9.2,9.96,0,78,90,84,17,6,23,60.9,597,8,7,0,20,6,2,5,10,2,1,1,1,0,0,0,1,0,0,1,7,1,2017,12
20171207,Tim Broomhead,Collingwood,9.1,7.67,0,80,84,65,9,14,23,65.2,225,3,2,5,17,9,6,2,2,0,0,1,3,0,0,0,1,0,1,0,4,1,2017,12
20171207,Scott Pendlebury,Collingwood,9.0,17.44,0,96,126,85,13,9,22,59.1,305,3,4,13,28,8,4,1,4,0,0,4,8,3,3,0,1,0,1,2,4,0,2017,12
20171207,Callum Brown,Collingwood,8.9,5.72,0,52,47,76,3,13,16,56.3,97,4,2,2,19,9,8,4,1,0,0,2,1,0,0,0,0,0,0,0,7,2,2017,12
20171207,Jeff Garlett,Melbourne,8.6,11.06,0,69,70,84,10,3,13,69.2,159,1,3,3,19,4,3,1,3,0,0,1,1,0,0,0,2,2,0,2,5,1,2017,12
20171207,James Harmes,Melbourne,8.6,9.76,0,64,65,70,6,8,14,71.4,279,3,1,4,18,2,2,1,3,1,0,2,0,0,0,0,1,1,0,0,6,2,2017,12
20171207,Taylor Adams,Collingwood,8.0,12.99,0,68,81,83,13,13,26,57.7,290,5,5,2,16,11,6,3,2,1,0,5,6,0,0,0,0,0,0,1,5,1,2017,12
20171207,Jack Viney,Melbourne,6.8,13.44,0,83,96,87,10,15,25,56.0,297,3,3,7,24,10,8,4,4,1,0,3,7,0,0,0,2,0,1,0,3,1,2017,12
20171207,Matthew Scharenberg,Collingwood,6.4,5.32,0,69,68,84,13,6,19,68.4,274,1,8,0,8,7,4,8,6,2,1,0,0,0,0,0,0,0,0,0,4,1,2017,12
20171207,Levi Greenwood,Collingwood,6.0,8.27,0,56,63,80,6,6,12,58.3,186,2,2,3,12,7,4,1,5,0,2,1,0,0,0,0,5,2,2,0,6,0,2017,12
20171207,Mitch Hannan,Melbourne,5.8,9.26,0,51,56,75,6,9,15,60.0,169,1,5,3,13,5,4,1,1,0,0,1,1,0,0,0,2,1,1,0,3,1,2017,12
20171207,Jake Melksham,Melbourne,5.6,8.3,0,41,51,83,6,4,10,40.0,129,1,3,4,17,2,2,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,2017,12
20171207,Jordan Lewis,Melbourne,4.5,10.47,0,34,44,82,7,7,14,71.4,214,1,3,2,18,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,2017,12
20171207,Ben Crocker,Collingwood,3.3,4.52,0,52,82,71,8,4,12,58.3,75,2,5,6,18,2,0,0,7,0,0,0,0,0,0,0,2,1,0,0,3,0,2017,12
20171207,Josh Smith,Collingwood,3.0,7.21,0,18,35,82,7,5,12,58.3,182,1,4,1,8,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,1,0,2017,12
20171207,Bernie Vince,Melbourne,0.6,8.16,0,60,59,86,10,7,17,70.6,147,0,4,3,11,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2017,12
20171207,Tom Langdon,Collingwood,-0.2,10.16,0,41,41,76,4,6,10,70.0,104,1,3,3,10,7,3,5,3,2,2,0,0,0,0,0,1,0,0,0,3,2,2017,12
20171301,Patrick Dangerfield,Geelong,21.8,20.21,5,141,116,88,12,22,34,58.8,427,6,4,4,12,21,16,2,4,0,2,8,12,0,0,0,2,1,1,0,6,3,2017,13
20171301,Lewis Jetta,West Coast,17.1,9.14,3,90,76,85,10,10,20,85.0,229,3,3,2,15,6,6,1,4,0,0,0,0,0,0,0,2,2,0,1,7,1,2017,13
20171301,Dom Sheed,West Coast,16.3,9.09,0,127,112,69,13,9,22,77.3,353,3,3,6,14,11,7,3,6,0,0,3,3,0,0,0,3,2,0,0,5,0,2017,13
20171301,Andrew Gaff,West Coast,16.0,10.35,0,120,106,91,13,19,32,75.0,236,2,3,2,17,13,13,5,5,0,0,1,2,0,0,0,1,1,0,1,5,0,2017,13
20171301,Rhys Stanley,Geelong,15.9,8.83,0,95,80,85,6,7,13,92.3,137,2,1,1,12,9,6,3,4,1,2,2,2,40,19,5,3,3,0,1,6,0,2017,13
20171301,Sam Mitchell,West Coast,15.7,12.46,5,122,117,86,14,15,29,62.1,350,3,3,8,14,13,10,7,4,0,0,3,4,0,0,0,1,0,1,0,9,4,2017,13
20171301,Elliot Yeo,West Coast,15.5,12.14,2,117,98,91,15,7,22,59.1,570,8,6,7,20,11,9,4,4,0,0,2,4,0,0,0,3,0,2,0,6,2,2017,13
20171301,Nathan Vardy,West Coast,15.2,8.77,1,125,100,78,5,10,15,80.0,141,3,3,7,15,10,8,2,1,1,0,6,5,79,31,8,1,0,1,2,5,3,2017,13
20171301,Mitch Duncan,Geelong,15.0,11.53,4,118,100,82,13,19,32,65.6,470,7,8,4,13,16,12,5,2,1,0,10,7,0,0,0,0,0,0,0,4,3,2017,13
20171301,Liam Duggan,West Coast,14.5,7.65,0,89,84,71,13,5,18,66.7,387,5,3,5,17,5,5,5,3,2,0,1,0,0,0,0,1,1,0,0,4,1,2017,13
20171301,Harry Taylor,Geelong,14.0,9.85,0,72,61,94,6,6,12,66.7,114,2,2,2,10,7,4,1,4,0,3,0,0,0,0,0,5,2,2,1,8,0,2017,13
20171301,Joel Selwood,Geelong,13.6,15.83,0,73,48,79,11,8,19,68.4,394,3,8,2,23,15,7,3,0,0,0,8,9,0,0,0,0,0,0,0,2,0,2017,13
20171301,Luke Shuey,West Coast,13.2,14.01,7,114,110,84,16,16,32,56.3,345,2,4,7,22,16,11,3,3,1,0,8,7,0,0,0,0,0,0,0,6,3,2017,13
20171301,Cameron Guthrie,Geelong,12.7,9.09,0,110,111,84,8,17,25,76.0,204,2,3,11,29,11,11,1,3,0,0,5,5,0,0,0,0,0,0,0,6,1,2017,13
20171301,Lachie Henderson,Geelong,11.4,9.3,0,68,53,95,8,4,12,66.7,257,1,2,3,9,8,4,6,4,3,4,0,0,0,0,0,0,0,0,0,2,1,2017,13
20171301,Shannon Hurn,West Coast,11.3,10.63,0,96,68,85,11,6,17,76.5,423,4,8,2,6,7,7,10,5,4,0,1,1,0,0,0,0,0,0,0,4,4,2017,13
20171301,Daniel Menzel,Geelong,11.1,12.07,0,72,81,93,11,4,15,66.7,235,4,4,1,7,3,2,0,8,0,1,0,0,0,0,0,3,2,0,2,7,0,2017,13
20171301,Eric Mackenzie,West Coast,11.0,8.23,0,72,42,100,7,3,10,100.0,149,1,2,0,3,6,3,5,5,3,2,1,0,0,0,0,0,0,0,0,1,0,2017,13
20171301,Tom Lonergan,Geelong,9.9,7.55,0,67,42,89,7,6,13,69.2,211,0,4,0,4,5,3,6,5,4,2,0,0,0,0,0,0,0,0,0,1,1,2017,13
20171301,Jack Darling,West Coast,9.8,9.08,0,100,87,91,9,5,14,64.3,237,3,3,4,15,5,3,0,7,0,2,0,0,0,0,0,4,2,1,0,8,0,2017,13
20171301,Jordan Murdoch,Geelong,9.5,7.51,0,73,74,78,6,9,15,73.3,249,3,1,6,19,6,4,0,4,0,1,2,1,0,0,0,1,0,1,0,5,0,2017,13
20171301,Tom Barrass,West Coast,9.4,9.75,0,58,42,85,8,1,9,77.8,228,1,3,1,14,4,3,4,4,2,1,1,0,0,0,0,0,0,0,0,2,1,2017,13
20171301,Drew Petrie,West Coast,9.1,7.23,0,64,50,93,8,3,11,72.7,199,2,2,1,16,5,4,2,3,1,0,0,0,1,0,0,1,1,0,1,3,0,2017,13
20171301,Andrew Mackie,Geelong,8.8,8.11,0,77,55,94,9,10,19,68.4,295,0,4,1,14,9,8,8,1,0,0,1,1,0,0,0,0,0,0,0,3,3,2017,13
20171301,Jeremy McGovern,West Coast,8.7,12.82,0,71,84,80,9,5,14,50.0,281,5,4,6,11,6,5,2,4,1,1,3,2,29,9,2,3,0,2,1,4,1,2017,13
20171301,Will Schofield,West Coast,8.5,6.66,0,54,36,91,3,3,6,83.3,45,0,0,2,10,4,2,5,2,2,0,0,0,0,0,0,1,1,0,0,2,2,2017,13
20171301,Zac Smith,Geelong,7.8,12.67,0,64,88,80,3,11,14,71.4,167,2,2,4,14,3,1,1,2,1,0,2,3,69,33,5,1,0,1,0,3,2,2017,13
20171301,Darcy Lang,Geelong,7.7,7.72,0,67,53,87,4,10,14,71.4,62,0,2,5,21,7,5,4,1,0,1,0,1,0,0,0,0,0,0,0,5,1,2017,13
20171301,Tom Stewart,Geelong,7.5,6.68,0,74,78,86,9,8,17,64.7,329,2,6,4,13,2,1,5,6,2,0,0,0,0,0,0,0,0,0,2,2,2,2017,13
20171301,Steven Motlop,Geelong,7.2,10.77,0,72,66,90,9,7,16,75.0,214,0,2,4,10,5,3,1,2,0,0,2,2,0,0,0,1,1,0,0,4,0,2017,13
20171301,Matthew Priddis,West Coast,6.5,13.28,0,96,108,82,10,14,24,41.7,266,4,5,12,26,15,10,2,1,0,0,6,11,0,0,0,2,0,2,0,5,1,2017,13
20171301,Tom Cole,West Coast,4.7,4.62,0,50,46,79,8,0,8,62.5,249,2,1,5,16,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2017,13
20171301,James Parsons,Geelong,3.8,5.35,0,51,45,89,5,2,7,71.4,162,2,2,3,16,3,0,3,4,0,0,0,0,0,0,0,2,0,1,1,5,0,2017,13
20171301,Jed Bews,Geelong,3.5,6.28,0,28,26,71,2,4,6,83.3,69,1,1,3,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2017,13
20171301,Mark LeCras,West Coast,3.4,9.15,0,46,62,91,5,5,10,60.0,207,4,1,5,17,3,2,1,5,0,1,0,0,0,0,0,2,0,2,0,3,0,2017,13
20171301,Zach Tuohy,Geelong,2.6,9.6,0,78,72,96,14,11,25,64.0,491,5,9,0,7,9,9,8,3,0,0,1,1,0,0,0,2,0,2,0,5,0,2017,13
20171301,Jackson Nelson,West Coast,2.2,5.85,0,16,17,33,2,3,5,80.0,100,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017,13
20171301,Jake Kolodjashnij,Geelong,1.8,6.03,0,41,45,88,8,4,12,58.3,251,0,2,1,12,2,1,5,3,2,1,0,0,0,0,0,0,0,0,0,3,1,2017,13
20171301,Nakia Cockatoo,Geelong,1.2,7.34,0,17,15,12,1,1,2,100.0,17,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2017,13
20171301,Mark Hutchings,West Coast,0.8,8.63,3,25,24,81,2,3,5,60.0,46,1,0,4,15,4,3,1,0,0,0,3,2,0,0,0,1,0,1,0,1,1,2017,13
20171301,Jamie Cripps,West Coast,0.3,8.96,0,43,48,65,6,3,9,55.6,188,1,1,2,10,2,1,1,2,0,0,0,0,0,0,0,5,1,3,0,4,0,2017,13
20171301,Scott Selwood,Geelong,0.2,8.4,0,44,60,53,4,6,10,60.0,118,1,3,8,23,3,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2017,13
20171301,Sam Menegola,Geelong,0.2,14.57,0,42,65,85,5,8,13,46.2,130,0,1,6,16,6,4,0,3,0,0,2,3,0,0,0,1,0,1,0,4,0,2017,13
20171301,Brad Sheppard,West Coast,-0.4,7.11,0,61,56,89,6,9,15,53.3,214,1,6,4,13,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,13
20171302,Todd Goldstein,North Melbourne,23.6,14.44,2,128,83,88,2,15,17,82.4,61,0,3,0,8,11,8,1,2,0,1,6,3,73,33,13,1,1,0,1,6,2,2017,13
20171302,Sebastian Ross,St Kilda,18.3,12.97,10,120,115,89,13,19,32,75.0,415,4,2,6,27,11,8,2,5,0,0,5,5,0,0,0,0,0,0,1,10,2,2017,13
20171302,Jack Sinclair,St Kilda,18.3,9.74,1,108,72,77,9,12,21,81.0,377,5,2,3,15,11,10,2,2,0,0,5,4,0,0,0,1,1,0,0,8,2,2017,13
20171302,Marley Williams,North Melbourne,17.2,9.1,0,91,70,86,5,19,24,79.2,377,2,3,2,10,9,9,5,3,1,0,2,2,0,0,0,0,0,0,1,8,3,2017,13
20171302,Jack Steven,St Kilda,17.0,13.89,0,84,65,79,7,9,16,75.0,147,3,1,4,17,9,7,3,0,0,0,2,3,0,0,0,2,2,0,1,7,3,2017,13
20171302,Dylan Roberton,St Kilda,15.6,9.78,3,119,101,88,18,4,22,90.9,543,4,3,2,7,4,3,7,8,4,0,0,0,0,0,0,1,1,0,0,3,1,2017,13
20171302,Tim Membrey,St Kilda,15.3,9.62,0,114,74,85,11,2,13,92.3,257,4,0,1,11,6,2,3,6,1,1,0,0,0,0,0,3,2,1,1,10,1,2017,13
20171302,Ben Cunnington,North Melbourne,15.1,12.39,0,100,99,73,6,26,32,78.1,144,2,3,5,16,14,10,5,4,1,0,6,8,0,0,0,0,0,0,0,6,2,2017,13
20171302,Shaun Atley,North Melbourne,14.4,9.13,0,71,69,87,10,10,20,85.0,432,8,1,2,7,3,1,2,3,1,1,0,0,0,0,0,0,0,0,3,7,1,2017,13
20171302,Nathan Hrovat,North Melbourne,14.4,9.25,0,88,81,66,13,8,21,81.0,326,5,3,3,20,6,3,3,3,0,0,4,2,0,0,0,2,1,0,0,5,3,2017,13
20171302,Jarryn Geary,St Kilda,13.9,8.53,1,83,70,85,11,10,21,76.2,312,1,4,2,13,8,7,6,3,2,0,2,1,0,0,0,0,0,0,0,4,1,2017,13
20171302,Leigh Montagna,St Kilda,13.1,10.49,3,101,111,89,21,7,28,75.0,665,4,8,3,17,4,2,8,7,4,0,0,0,0,0,0,1,0,0,0,5,0,2017,13
20171302,Jade Gresham,St Kilda,12.8,9.93,0,86,81,73,10,9,19,52.6,346,5,5,5,15,11,8,4,2,0,1,2,3,0,0,0,4,1,3,1,10,3,2017,13
