Season,Player,Surname,First_name,Teams,Votes,Games,Votes_3,Votes_2,Votes_1,Games_polled,Vote_system
1971,Peter Cloke,Cloke,Peter,Richmond,2,11,,,,,3-2-1
1971,Don Davenport,Davenport,Don,Richmond,2,9,,,,,3-2-1
1971,Eric Moore,Moore,Eric,Richmond,2,16,,,,,3-2-1
1971,Brian Roberts,Roberts,Brian,Richmond,2,18,,,,,3-2-1
1971,Ray Ball,Ball,Ray,South Melbourne,2,8,,,,,3-2-1
1971,Ernie Hug,Hug,Ernie,South Melbourne,2,15,,,,,3-2-1
1971,John Murphy,Murphy,John,South Melbourne,2,21,,,,,3-2-1
1971,Steve Hoffman,Hoffman,Steve,South Melbourne,2,18,,,,,3-2-1
1971,John Rantall,Rantall,John,South Melbourne,2,22,,,,,3-2-1
1971,Neil Besanko,Besanko,Neil,St Kilda,2,13,,,,,3-2-1
1971,Stephen Rae,Rae,Stephen,St Kilda,2,9,,,,,3-2-1
1971,Stuart Trott,Trott,Stuart,St Kilda,2,22,,,,,3-2-1
1971,Bryan Quirk,Quirk,Bryan,Carlton,1,11,,,1,1,3-2-1
1971,Robert Rose,Rose,Robert,Collingwood,1,15,,,1,1,3-2-1
1971,Len Thompson,Thompson,Len,Collingwood,1,17,,,1,1,3-2-1
1971,Peter Daniel,Daniel,Peter,Essendon,1,20,,,1,1,3-2-1
1971,Neville Fields,Fields,Neville,Essendon,1,12,,,1,1,3-2-1
1971,Wayne Headlam,Headlam,Wayne,Essendon,1,22,,,1,1,3-2-1
1971,Norm Brown,Brown,Norm,Fitzroy,1,22,,,1,1,3-2-1
1971,Shane Molloy,Molloy,Shane,Fitzroy,1,20,,,1,1,3-2-1
1971,David Wall,Wall,David,Fitzroy,1,22,,,1,1,3-2-1
1971,Jim Wright,Wright,Jim,Geelong,1,6,,,1,1,3-2-1
1971,Wayne Closter,Closter,Wayne,Geelong,1,22,,,1,1,3-2-1
1971,John Scarlett,Scarlett,John,Geelong,1,20,,,1,1,3-2-1
1971,Ray Haynes,Haynes,Ray,Geelong,1,2,,,1,1,3-2-1
1971,Peter Crimmins,Crimmins,Peter,Hawthorn,1,22,,,1,1,3-2-1
1971,Robert McKenzie,McKenzie,Robert,Melbourne,1,13,,,1,1,3-2-1
1971,John Townsend,Townsend,John,Melbourne,1,18,,,1,1,3-2-1
1971,David Dench,Dench,David,North Melbourne,1,22,,,1,1,3-2-1
1971,Denis Pagan,Pagan,Denis,North Melbourne,1,16,,,1,1,3-2-1
1971,Kevin Bartlett,Bartlett,Kevin,Richmond,1,22,,,1,1,3-2-1
1971,Colin Beard,Beard,Colin,Richmond,1,9,,,1,1,3-2-1
1971,Graeme Bond,Bond,Graeme,Richmond,1,20,,,1,1,3-2-1
1971,Billy Brown,Brown,Billy,Richmond,1,9,,,1,1,3-2-1
1971,Graham Burgin,Burgin,Graham,Richmond,1,14,,,1,1,3-2-1
1971,Roger Dean,Dean,Roger,Richmond,1,21,,,1,1,3-2-1
1971,Barry Richardson,Richardson,Barry,Richmond,1,21,,,1,1,3-2-1
1971,Robert Doyle,Doyle,Robert,South Melbourne,1,12,,,1,1,3-2-1
1971,John Pitura,Pitura,John,South Melbourne,1,20,,,1,1,3-2-1
1971,Colin Antonie,Antonie,Colin,St Kilda,1,5,,,1,1,3-2-1
1971,Wayne Judson,Judson,Wayne,St Kilda,1,15,,,1,1,3-2-1
1972,Len Thompson,Thompson,Len,Collingwood,25,21,6,3,1,10,3-2-1
1972,Greg Wells,Wells,Greg,Melbourne,22,22,6,2,,8,3-2-1
1972,John Williams,Williams,John,Essendon,18,20,5,1,1,7,3-2-1
1972,Gary Hardeman,Hardeman,Gary,Melbourne,18,21,2,5,2,9,3-2-1
1972,Leigh Matthews,Matthews,Leigh,Hawthorn,16,21,2,5,,7,3-2-1
1972,John Murphy,Murphy,John,Fitzroy,15,21,4,1,1,6,3-2-1
1972,John Greening,Greening,John,Collingwood,14,14,3,2,1,6,3-2-1
1972,Gary Dempsey,Dempsey,Gary,Footscray,12,21,2,2,2,6,3-2-1
1972,David Clarke,Clarke,David,Geelong,12,18,2,1,4,7,3-2-1
1972,Stan Alves,Alves,Stan,Melbourne,12,21,3,1,1,5,3-2-1
1972,Trevor Keogh,Keogh,Trevor,Carlton,11,22,2,2,1,5,3-2-1
1972,Alex Jesaulenko,Jesaulenko,Alex,Carlton,11,20,3,1,,4,3-2-1
1972,Barry Davis,Davis,Barry,Essendon,11,21,2,1,3,6,3-2-1
1972,Neville Fields,Fields,Neville,Essendon,11,22,2,2,1,5,3-2-1
1972,Keith Greig,Greig,Keith,North Melbourne,11,20,2,1,3,6,3-2-1
1972,Travis Payze,Payze,Travis,St Kilda,11,20,2,2,1,5,3-2-1
1972,Carl Ditterich,Ditterich,Carl,St Kilda,11,19,3,,2,5,3-2-1
1972,Garry Wilson,Wilson,Garry,Fitzroy,10,21,2,1,2,5,3-2-1
1972,Craig McKellar,McKellar,Craig,Richmond,10,21,1,3,1,5,3-2-1
1972,Russell Cook,Cook,Russell,South Melbourne,10,20,1,3,1,5,3-2-1
1972,Ken Fletcher,Fletcher,Ken,Essendon,9,22,1,3,,4,3-2-1
1972,Harvey Merrigan,Merrigan,Harvey,Fitzroy,9,21,1,3,,4,3-2-1
1972,David Thorpe,Thorpe,David,Footscray,9,21,1,3,,4,3-2-1
1972,Gordon Casey,Casey,Gordon,Footscray,9,22,2,,3,5,3-2-1
1972,George Bisset,Bisset,George,Footscray,9,21,2,1,1,4,3-2-1
1972,Bill Ryan,Ryan,Bill,Geelong,9,19,,4,1,5,3-2-1
1972,Peter Crimmins,Crimmins,Peter,Hawthorn,9,22,2,1,1,4,3-2-1
1972,Peter Knights,Knights,Peter,Hawthorn,9,20,2,1,1,4,3-2-1
1972,Allan Davis,Davis,Allan,St Kilda,9,22,3,,,3,3-2-1
1972,Geoff Southby,Southby,Geoff,Carlton,8,21,2,1,,3,3-2-1
1972,Peter McKenna,McKenna,Peter,Collingwood,8,20,1,1,3,5,3-2-1
1972,Kevin Murray,Murray,Kevin,Fitzroy,8,22,1,1,3,5,3-2-1
1972,Peter Welsh,Welsh,Peter,Footscray,8,21,2,,2,4,3-2-1
1972,Alan Martello,Martello,Alan,Hawthorn,8,21,2,1,,3,3-2-1
1972,John Rantall,Rantall,John,South Melbourne,8,22,,3,2,5,3-2-1
1972,Peter Bedford,Bedford,Peter,South Melbourne,8,21,1,1,3,5,3-2-1
1972,John Pitura,Pitura,John,South Melbourne,8,19,1,2,1,4,3-2-1
1972,Ross Smith,Smith,Ross,St Kilda,8,21,2,,2,4,3-2-1
1972,Glenn Elliott,Elliott,Glenn,St Kilda,8,13,2,1,,3,3-2-1
1972,Brent Crosswell,Crosswell,Brent,Carlton,7,14,2,,1,3,3-2-1
1972,Kevin Heath,Heath,Kevin,Hawthorn,7,22,2,,1,3,3-2-1
1972,David Dench,Dench,David,North Melbourne,7,20,1,1,2,4,3-2-1
1972,Barry Goodingham,Goodingham,Barry,North Melbourne,7,18,1,2,,3,3-2-1
1972,Royce Hart,Hart,Royce,Richmond,7,19,2,,1,3,3-2-1
1972,Geoff Blethyn,Blethyn,Geoff,Essendon,6,22,1,1,1,3,3-2-1
1972,David Rhodes,Rhodes,David,Fitzroy,6,19,1,1,1,3,3-2-1
1972,Laurie Richards,Richards,Laurie,Fitzroy,6,22,2,,,2,3-2-1
1972,Wayne Closter,Closter,Wayne,Geelong,6,16,1,1,1,3,3-2-1
1972,Kevin Sheedy,Sheedy,Kevin,Richmond,6,19,,2,2,4,3-2-1
1972,Francis Bourke,Bourke,Francis,Richmond,6,17,1,1,1,3,3-2-1
1972,Ian Stewart,Stewart,Ian,Richmond,6,17,2,,,2,3-2-1
1972,Bruce Doull,Doull,Bruce,Carlton,5,22,,,,,3-2-1
1972,Paul Hurst,Hurst,Paul,Carlton,5,17,,,,,3-2-1
1972,Max Richardson,Richardson,Max,Collingwood,5,22,,,,,3-2-1
1972,Russell Crow,Crow,Russell,Fitzroy,5,20,,,,,3-2-1
1972,Paul Sarah,Sarah,Paul,Geelong,5,13,,,,,3-2-1
1972,Brian Roberts,Roberts,Brian,Richmond,5,14,,,,,3-2-1
1972,Norm Goss,Goss,Norm,South Melbourne,5,17,,,,,3-2-1
1972,Rod Galt,Galt,Rod,St Kilda,5,20,,,,,3-2-1
1972,Robert Walls,Walls,Robert,Carlton,4,21,,,,,3-2-1
1972,Ross Dunne,Dunne,Ross,Collingwood,4,22,,,,,3-2-1
1972,Wayne Richardson,Richardson,Wayne,Collingwood,4,22,,,,,3-2-1
1972,Ian Hampshire,Hampshire,Ian,Geelong,4,21,,,,,3-2-1
1972,Phil Stevens,Stevens,Phil,Geelong,4,17,,,,,3-2-1
1972,Barry Bourke,Bourke,Barry,Melbourne,4,22,,,,,3-2-1
1972,Paul Callery,Callery,Paul,Melbourne,4,22,,,,,3-2-1
1972,Frank Davis,Davis,Frank,Melbourne,4,21,,,,,3-2-1
1972,Paul Feltham,Feltham,Paul,North Melbourne,4,18,,,,,3-2-1
1972,Kevin Bartlett,Bartlett,Kevin,Richmond,4,17,,,,,3-2-1
1972,Graeme Bond,Bond,Graeme,Richmond,4,21,,,,,3-2-1
1972,Roger Dean,Dean,Roger,Richmond,4,19,,,,,3-2-1
1972,Barry Richardson,Richardson,Barry,Richmond,4,21,,,,,3-2-1
1972,Gary Crane,Crane,Gary,Carlton,3,9,,,,,3-2-1
1972,Adrian Gallagher,Gallagher,Adrian,Carlton,3,19,,,,,3-2-1
1972,Syd Jackson,Jackson,Syd,Carlton,3,20,,,,,3-2-1
1972,Andrew Lukas,Lukas,Andrew,Carlton,3,18,,,,,3-2-1
1972,Ian Robertson,Robertson,Ian,Carlton,3,12,,,,,3-2-1
1972,David McKay,McKay,David,Carlton,3,22,,,,,3-2-1
1972,Bryan Quirk,Quirk,Bryan,Carlton,3,16,,,,,3-2-1
1972,Greg Perry,Perry,Greg,Essendon,3,18,,,,,3-2-1
1972,Ken Roberts,Roberts,Ken,Essendon,3,20,,,,,3-2-1
1972,Shane Molloy,Molloy,Shane,Fitzroy,3,21,,,,,3-2-1
1972,Barry Round,Round,Barry,Footscray,3,22,,,,,3-2-1
1972,Leon Rice,Rice,Leon,Hawthorn,3,21,,,,,3-2-1
1972,Geoff Angus,Angus,Geoff,Hawthorn,3,6,,,,,3-2-1
1972,Don Scott,Scott,Don,Hawthorn,3,18,,,,,3-2-1
1972,Ross Brewer,Brewer,Ross,Melbourne,3,17,,,,,3-2-1
1972,Graham Molloy,Molloy,Graham,Melbourne,3,21,,,,,3-2-1
1972,John Perry,Perry,John,North Melbourne,3,17,,,,,3-2-1
1972,Rex Hunt,Hunt,Rex,Richmond,3,10,,,,,3-2-1
1972,Steve Hoffman,Hoffman,Steve,South Melbourne,3,13,,,,,3-2-1
1972,Ricky Quade,Quade,Ricky,South Melbourne,3,21,,,,,3-2-1
1972,Barry Breen,Breen,Barry,St Kilda,3,19,,,,,3-2-1
1972,Barry Lawrence,Lawrence,Barry,St Kilda,3,13,,,,,3-2-1
1972,Stuart Trott,Trott,Stuart,St Kilda,3,22,,,,,3-2-1
1972,Greg Kennedy,Kennedy,Greg,Carlton,2,19,,,,,3-2-1
1972,Alan Atkinson,Atkinson,Alan,Collingwood,2,21,,,,,3-2-1
1972,Graeme Jenkin,Jenkin,Graeme,Collingwood,2,11,,,,,3-2-1
1972,Rod Oborne,Oborne,Rod,Collingwood,2,17,,,,,3-2-1
1972,Paul Stevens,Stevens,Paul,Collingwood,2,17,,,,,3-2-1
1972,Gary Parkes,Parkes,Gary,Essendon,2,10,,,,,3-2-1
1972,John Cassin,Cassin,John,Essendon,2,17,,,,,3-2-1
1972,Alan Noonan,Noonan,Alan,Essendon,2,20,,,,,3-2-1
1972,Doug Searl,Searl,Doug,Fitzroy,2,18,,,,,3-2-1
1972,Alan Thompson,Thompson,Alan,Fitzroy,2,22,,,,,3-2-1
1972,Bernie Quinlan,Quinlan,Bernie,Footscray,2,21,,,,,3-2-1
1972,Geoff Ainsworth,Ainsworth,Geoff,Geelong,2,21,,,,,3-2-1
1972,Peter Stephens,Stephens,Peter,Geelong,2,11,,,,,3-2-1
1972,Charlie Grummisch,Grummisch,Charlie,Hawthorn,2,9,,,,,3-2-1
1972,John Hendrie,Hendrie,John,Hawthorn,2,16,,,,,3-2-1
1972,Ian Bremner,Bremner,Ian,Hawthorn,2,17,,,,,3-2-1
1972,Des Meagher,Meagher,Des,Hawthorn,2,22,,,,,3-2-1
1972,Ray Biffin,Biffin,Ray,Melbourne,2,20,,,,,3-2-1
1972,Ray Carr,Carr,Ray,Melbourne,2,4,,,,,3-2-1
1972,Ross Dillon,Dillon,Ross,Melbourne,2,11,,,,,3-2-1
1972,Peter Keenan,Keenan,Peter,Melbourne,2,16,,,,,3-2-1
1972,Phil Baker,Baker,Phil,North Melbourne,2,16,,,,,3-2-1
1972,Mark Dawson,Dawson,Mark,North Melbourne,2,12,,,,,3-2-1
1972,Vin Doolan,Doolan,Vin,North Melbourne,2,19,,,,,3-2-1
1972,Neil Balme,Balme,Neil,Richmond,2,16,,,,,3-2-1
1972,John McIntosh,McIntosh,John,St Kilda,2,4,,,,,3-2-1
1972,Bob Murray,Murray,Bob,St Kilda,2,11,,,,,3-2-1
1972,Kevin Hall,Hall,Kevin,Carlton,1,9,,,1,1,3-2-1
1972,Peter Jones,Jones,Peter,Carlton,1,20,,,1,1,3-2-1
1972,Vin Waite,Waite,Vin,Carlton,1,16,,,1,1,3-2-1
1972,Ted Potter,Potter,Ted,Collingwood,1,17,,,1,1,3-2-1
1972,Doug Gott,Gott,Doug,Collingwood,1,15,,,1,1,3-2-1
1972,Ian McOrist,McOrist,Ian,Collingwood,1,11,,,1,1,3-2-1
1972,Robert Rose,Rose,Robert,Collingwood,1,5,,,1,1,3-2-1
1972,Con Britt,Britt,Con,Collingwood,1,16,,,1,1,3-2-1
1972,Peter Daniel,Daniel,Peter,Essendon,1,14,,,1,1,3-2-1
1972,Barry Grinter,Grinter,Barry,Essendon,1,20,,,1,1,3-2-1
1972,Barry Padley,Padley,Barry,Fitzroy,1,22,,,1,1,3-2-1
1972,Graeme Renwick,Renwick,Graeme,Fitzroy,1,7,,,1,1,3-2-1
1972,Leigh Robertson,Robertson,Leigh,Fitzroy,1,16,,,1,1,3-2-1
1972,Don Brown,Brown,Don,Footscray,1,15,,,1,1,3-2-1
1972,Robert McGhie,McGhie,Robert,Footscray,1,14,,,1,1,3-2-1
1972,Tim Evans,Evans,Tim,Geelong,1,22,,,1,1,3-2-1
1972,Sam Newman,Newman,Sam,Geelong,1,17,,,1,1,3-2-1
1972,Robert Whatman,Whatman,Robert,Geelong,1,19,,,1,1,3-2-1
1972,Michael Woolnough,Woolnough,Michael,Geelong,1,8,,,1,1,3-2-1
1972,Peter Hudson,Hudson,Peter,Hawthorn,1,1,,,1,1,3-2-1
1972,Bob Keddie,Keddie,Bob,Hawthorn,1,17,,,1,1,3-2-1
1972,Kelvin Moore,Moore,Kelvin,Hawthorn,1,21,,,1,1,3-2-1
1972,David Parkin,Parkin,David,Hawthorn,1,20,,,1,1,3-2-1
1972,Denis Clark,Clark,Denis,Melbourne,1,9,,,1,1,3-2-1
1972,Stephen Kerley,Kerley,Stephen,Melbourne,1,14,,,1,1,3-2-1
1972,Greg Parke,Parke,Greg,Melbourne,1,20,,,1,1,3-2-1
1972,Ken Montgomery,Montgomery,Ken,North Melbourne,1,21,,,1,1,3-2-1
1972,Ricky McLean,McLean,Ricky,Richmond,1,13,,,1,1,3-2-1
1972,Kevin Morris,Morris,Kevin,Richmond,1,19,,,1,1,3-2-1
1972,Stephen Officer,Officer,Stephen,South Melbourne,1,17,,,1,1,3-2-1
1972,Gary Colling,Colling,Gary,St Kilda,1,21,,,1,1,3-2-1
1972,Jim ODea,ODea,Jim,St Kilda,1,14,,,1,1,3-2-1
1973,Keith Greig,Greig,Keith,North Melbourne,27,21,6,3,3,12,3-2-1
1973,Graham Moss,Moss,Graham,Essendon,25,22,7,,4,11,3-2-1
1973,Leigh Matthews,Matthews,Leigh,Hawthorn,23,19,7,1,,8,3-2-1
1973,Len Thompson,Thompson,Len,Collingwood,21,21,5,2,2,9,3-2-1
1973,Wayne Richardson,Richardson,Wayne,Collingwood,19,21,3,4,2,9,3-2-1
1973,David McKay,McKay,David,Carlton,17,22,4,2,1,7,3-2-1
1973,Ian Stewart,Stewart,Ian,Richmond,17,19,2,5,1,8,3-2-1
1973,Greg Wells,Wells,Greg,Melbourne,16,21,4,1,2,7,3-2-1
1973,Gary Dempsey,Dempsey,Gary,Footscray,15,20,2,4,1,7,3-2-1
1973,Garry Wilson,Wilson,Garry,Fitzroy,14,22,4,1,,5,3-2-1
1973,Barry Davis,Davis,Barry,North Melbourne,14,21,3,1,3,7,3-2-1
1973,David Clarke,Clarke,David,Geelong,13,19,2,3,1,6,3-2-1
1973,Gary Crane,Crane,Gary,Carlton,11,16,3,1,,4,3-2-1
1973,Alan Martello,Martello,Alan,Hawthorn,11,21,1,3,2,6,3-2-1
1973,Peter Bedford,Bedford,Peter,South Melbourne,11,19,2,2,1,5,3-2-1
1973,Peter Jones,Jones,Peter,Carlton,10,20,3,,1,4,3-2-1
1973,Neville Fields,Fields,Neville,Essendon,10,20,2,2,,4,3-2-1
1973,John Rantall,Rantall,John,North Melbourne,10,21,2,2,,4,3-2-1
1973,Steve Hoffman,Hoffman,Steve,South Melbourne,10,19,2,2,,4,3-2-1
1973,Barry Lawrence,Lawrence,Barry,St Kilda,10,20,3,,1,4,3-2-1
1973,Gareth Andrews,Andrews,Gareth,Geelong,9,20,,,,,3-2-1
1973,David Parkin,Parkin,David,Hawthorn,9,15,,,,,3-2-1
1973,Geoff Southby,Southby,Geoff,Carlton,8,19,,,,,3-2-1
1973,Ken Fletcher,Fletcher,Ken,Essendon,8,21,,,,,3-2-1
1973,David Thorpe,Thorpe,David,Footscray,8,22,,,,,3-2-1
1973,Kevin Bartlett,Bartlett,Kevin,Richmond,8,19,,,,,3-2-1
1973,Mike Green,Green,Mike,Richmond,8,19,,,,,3-2-1
1973,John Pitura,Pitura,John,South Melbourne,8,19,,,,,3-2-1
1973,Allan Davis,Davis,Allan,St Kilda,8,21,,,,,3-2-1
1973,Robert Dean,Dean,Robert,Collingwood,7,20,,,,,3-2-1
1973,Alan Noonan,Noonan,Alan,Essendon,7,19,,,,,3-2-1
1973,Francis Bourke,Bourke,Francis,Richmond,7,19,,,,,3-2-1
1973,Kevin Neale,Neale,Kevin,St Kilda,7,22,,,,,3-2-1
1973,Travis Payze,Payze,Travis,St Kilda,7,14,,,,,3-2-1
1973,Alex Jesaulenko,Jesaulenko,Alex,Carlton,6,18,,,,,3-2-1
1973,Robert Walls,Walls,Robert,Carlton,6,21,,,,,3-2-1
1973,George Bisset,Bisset,George,Collingwood,6,21,,,,,3-2-1
1973,John Murphy,Murphy,John,Fitzroy,6,22,,,,,3-2-1
1973,Adrian Gallagher,Gallagher,Adrian,Footscray,6,21,,,,,3-2-1
1973,Ian Hampshire,Hampshire,Ian,Geelong,6,17,,,,,3-2-1
1973,Bohdan Jaworskyj,Jaworskyj,Bohdan,Hawthorn,6,18,,,,,3-2-1
1973,Gary Hardeman,Hardeman,Gary,Melbourne,6,21,,,,,3-2-1
1973,John Tilbrook,Tilbrook,John,Melbourne,6,21,,,,,3-2-1
1973,Norm Goss,Goss,Norm,South Melbourne,6,22,,,,,3-2-1
1973,Greg Lambert,Lambert,Greg,South Melbourne,6,18,,,,,3-2-1
1973,Wayne Judson,Judson,Wayne,St Kilda,6,22,,,,,3-2-1
1973,Barry Armstrong,Armstrong,Barry,Carlton,5,19,,,,,3-2-1
1973,Brent Crosswell,Crosswell,Brent,Carlton,5,17,,,,,3-2-1
1973,Doug Gott,Gott,Doug,Collingwood,5,17,,,,,3-2-1
1973,Rod Oborne,Oborne,Rod,Collingwood,5,22,,,,,3-2-1
1973,Ray Smith,Smith,Ray,Essendon,5,22,,,,,3-2-1
1973,Andrew Wilson,Wilson,Andrew,Essendon,5,22,,,,,3-2-1
1973,Kevin Murray,Murray,Kevin,Fitzroy,5,22,,,,,3-2-1
1973,Bernie Quinlan,Quinlan,Bernie,Footscray,5,20,,,,,3-2-1
1973,Jack Hawkins,Hawkins,Jack,Geelong,5,20,,,,,3-2-1
1973,Kevin Heath,Heath,Kevin,Hawthorn,5,20,,,,,3-2-1
1973,Stephen Kerley,Kerley,Stephen,Melbourne,5,18,,,,,3-2-1
1973,Wayne Schimmelbusch,Schimmelbusch,Wayne,North Melbourne,5,22,,,,,3-2-1
1973,Val Perovic,Perovic,Val,St Kilda,5,10,,,,,3-2-1
1973,Ross Dunne,Dunne,Ross,Collingwood,4,22,,,,,3-2-1
1973,Warwick Irwin,Irwin,Warwick,Fitzroy,4,21,,,,,3-2-1
1973,Ian McCulloch,McCulloch,Ian,Fitzroy,4,16,,,,,3-2-1
1973,Gordon Casey,Casey,Gordon,Footscray,4,21,,,,,3-2-1
1973,Sam Newman,Newman,Sam,Geelong,4,16,,,,,3-2-1
1973,Frank Gumbleton,Gumbleton,Frank,North Melbourne,4,20,,,,,3-2-1
1973,Dick Clay,Clay,Dick,Richmond,4,21,,,,,3-2-1
1973,Rex Hunt,Hunt,Rex,Richmond,4,19,,,,,3-2-1
1973,Kevin Sheedy,Sheedy,Kevin,Richmond,4,21,,,,,3-2-1
1973,Bryan Wood,Wood,Bryan,Richmond,4,22,,,,,3-2-1
1973,Jim Prentice,Prentice,Jim,South Melbourne,4,22,,,,,3-2-1
1973,Barry Breen,Breen,Barry,St Kilda,4,19,,,,,3-2-1
1973,Trevor Keogh,Keogh,Trevor,Carlton,3,22,,,,,3-2-1
1973,Max Richardson,Richardson,Max,Collingwood,3,21,,,,,3-2-1
1973,Mike Delahunty,Delahunty,Mike,Collingwood,3,10,,,,,3-2-1
1973,Peter McKenna,McKenna,Peter,Collingwood,3,19,,,,,3-2-1
1973,Des Tuddenham,Tuddenham,Des,Essendon,3,17,,,,,3-2-1
1973,Norm Dare,Dare,Norm,Fitzroy,3,18,,,,,3-2-1
1973,Kevin OKeeffe,OKeeffe,Kevin,Fitzroy,3,10,,,,,3-2-1
1973,Leigh Robertson,Robertson,Leigh,Fitzroy,3,16,,,,,3-2-1
1973,David Wall,Wall,David,Fitzroy,3,21,,,,,3-2-1
1973,Ivan Rasmussen,Rasmussen,Ivan,Footscray,3,11,,,,,3-2-1
1973,Alan Stoneham,Stoneham,Alan,Footscray,3,12,,,,,3-2-1
1973,Terry Wilkins,Wilkins,Terry,Footscray,3,14,,,,,3-2-1
1973,Wayne Closter,Closter,Wayne,Geelong,3,21,,,,,3-2-1
1973,Peter Crimmins,Crimmins,Peter,Hawthorn,3,19,,,,,3-2-1
1973,Peter Knights,Knights,Peter,Hawthorn,3,15,,,,,3-2-1
1973,Ray Biffin,Biffin,Ray,Melbourne,3,22,,,,,3-2-1
1973,Paul Callery,Callery,Paul,Melbourne,3,22,,,,,3-2-1
1973,Robert Flower,Flower,Robert,Melbourne,3,13,,,,,3-2-1
1973,Brian Roberts,Roberts,Brian,Richmond,3,22,,,,,3-2-1
1973,Wayne Ewin,Ewin,Wayne,South Melbourne,3,6,,,,,3-2-1
1973,David McLeish,McLeish,David,South Melbourne,3,16,,,,,3-2-1
1973,Rod Galt,Galt,Rod,St Kilda,3,19,,,,,3-2-1
1973,Stephen Theodore,Theodore,Stephen,St Kilda,3,19,,,,,3-2-1
1973,George Young,Young,George,St Kilda,3,9,,,,,3-2-1
1973,Greg Kennedy,Kennedy,Greg,Carlton,2,11,,,,,3-2-1
1973,Vin Waite,Waite,Vin,Carlton,2,15,,,,,3-2-1
1973,Greg Beck,Beck,Greg,Collingwood,2,4,,,,,3-2-1
1973,Barry Price,Price,Barry,Collingwood,2,19,,,,,3-2-1
1973,Daryl Salmon,Salmon,Daryl,Collingwood,2,21,,,,,3-2-1
1973,Geoff Pryor,Pryor,Geoff,Essendon,2,18,,,,,3-2-1
1973,Peter Daniel,Daniel,Peter,Essendon,2,15,,,,,3-2-1
1973,Hugh Delahunty,Delahunty,Hugh,Essendon,2,21,,,,,3-2-1
1973,Robin Close,Close,Robin,Essendon,2,18,,,,,3-2-1
1973,Don McKenzie,McKenzie,Don,Essendon,2,15,,,,,3-2-1
1973,Dennis Collins,Collins,Dennis,Footscray,2,18,,,,,3-2-1
1973,Tim Evans,Evans,Tim,Geelong,2,21,,,,,3-2-1
1973,Des Meagher,Meagher,Des,Hawthorn,2,22,,,,,3-2-1
1973,Peter Hudson,Hudson,Peter,Hawthorn,2,1,,,,,3-2-1
1973,Kelvin Moore,Moore,Kelvin,Hawthorn,2,21,,,,,3-2-1
1973,Bruce Stevenson,Stevenson,Bruce,Hawthorn,2,19,,,,,3-2-1
1973,Stan Alves,Alves,Stan,Melbourne,2,22,,,,,3-2-1
1973,Greg Parke,Parke,Greg,Melbourne,2,21,,,,,3-2-1
1973,Doug Wade,Wade,Doug,North Melbourne,2,20,,,,,3-2-1
1973,Sam Kekovich,Kekovich,Sam,North Melbourne,2,18,,,,,3-2-1
1973,Ken Montgomery,Montgomery,Ken,North Melbourne,2,15,,,,,3-2-1
1973,Kevin Morris,Morris,Kevin,Richmond,2,19,,,,,3-2-1
1973,Brian Woodman,Woodman,Brian,South Melbourne,2,22,,,,,3-2-1
1973,Ricky Quade,Quade,Ricky,South Melbourne,2,15,,,,,3-2-1
1973,Ray Ball,Ball,Ray,South Melbourne,2,16,,,,,3-2-1
1973,Ian Thomson,Thomson,Ian,South Melbourne,2,20,,,,,3-2-1
1973,Neil Besanko,Besanko,Neil,St Kilda,2,18,,,,,3-2-1
1973,Russell Reynolds,Reynolds,Russell,St Kilda,2,20,,,,,3-2-1
1973,Rod Austin,Austin,Rod,Carlton,1,8,,,1,1,3-2-1
1973,Neil Chandler,Chandler,Neil,Carlton,1,20,,,1,1,3-2-1
1973,David Dickson,Dickson,David,Carlton,1,21,,,1,1,3-2-1
1973,Gary Parkes,Parkes,Gary,Essendon,1,18,,,1,1,3-2-1
1973,John Williams,Williams,John,Essendon,1,22,,,1,1,3-2-1
1973,Graeme Renwick,Renwick,Graeme,Fitzroy,1,9,,,1,1,3-2-1
1973,Jim Christou,Christou,Jim,Fitzroy,1,6,,,1,1,3-2-1
1973,Doug Searl,Searl,Doug,Fitzroy,1,11,,,1,1,3-2-1
1973,David McMahon,McMahon,David,Fitzroy,1,22,,,1,1,3-2-1
1973,Harvey Merrigan,Merrigan,Harvey,Fitzroy,1,21,,,1,1,3-2-1
1973,Kerrin Hayes,Hayes,Kerrin,Fitzroy,1,3,,,1,1,3-2-1
1973,Colin Cruse,Cruse,Colin,Fitzroy,1,13,,,1,1,3-2-1
1973,Ron Jacks,Jacks,Ron,Footscray,1,11,,,1,1,3-2-1
1973,Peter Welsh,Welsh,Peter,Footscray,1,22,,,1,1,3-2-1
1973,Kevin Higgins,Higgins,Kevin,Geelong,1,22,,,1,1,3-2-1
1973,Bruce Nankervis,Nankervis,Bruce,Geelong,1,21,,,1,1,3-2-1
1973,Charlie Grummisch,Grummisch,Charlie,Hawthorn,1,15,,,1,1,3-2-1
1973,John Hendrie,Hendrie,John,Hawthorn,1,22,,,1,1,3-2-1
1973,Kelvin Matthews,Matthews,Kelvin,Hawthorn,1,12,,,1,1,3-2-1
1973,Leon Rice,Rice,Leon,Hawthorn,1,17,,,1,1,3-2-1
1973,Don Scott,Scott,Don,Hawthorn,1,20,,,1,1,3-2-1
1973,Glenn Swan,Swan,Glenn,Melbourne,1,13,,,1,1,3-2-1
1973,Barry Bourke,Bourke,Barry,Melbourne,1,21,,,1,1,3-2-1
